Year,LocalityCode,LocalityName,Treatment,Plot,Method,Agrostis_capillaris,Alchemilla_glabra,Alchemilla_sp_,Alnus_incana,Andromeda_polifolia,Anemone_nemorosa,Anthoxanthum_odoratum,Aqonitium_lycoctonium,Athyrium_filix_femina,Avenella_flexuosa,Bare_ground,Bare_ground_branch,Betula_pendula,Betula_pubescens,Blechnum_spicant,Bryophyta,Calamagrostis_phragmitoides,Calamagrostis_sp,Calluna_vulgaris,Cares_flava,Carex_canescens,Carex_echinata,Carex_nigra,Carex_pallescens,Carex_pilulifera,Carex_sp_,Cerastium_fontanum,Chamaepericlymenum_suecicum,Chrysosplenium_alternifolium,Circium_heterophyllum,Cirriphyllum_piliferum,Cow_shit,Cystopteris_fragilis,Dactylorhiza_fuchsii,Dactylorhiza_maculata,Deschampsia_cespitosa,Dicranum_sp,Dryopteris_carthusiana,Dryopteris_expansa,Dryopteris_filix_mas,Empetrum_nigrum,Epilobium_angustifolium,Epilobium_hornemannii,Epilobium_montanum,Epilobium_sp_,Equisetum_arvense,Equisetum_pratense,Equisetum_sylvaticum,Eriophorum_angustifolium,Eriophorum_vaginatum,Festuca_sp,Filipendula_ulmaria,Fragaria_vesca,Galeopsis_sp_,Galeopsis_tetrahit,Geranium_sylvaticum,Geum_rivale,Geum_urbanum,Goodyera_repens,Gras_1,Gymnocarpium_dryopteris,Huperzia_selago,Hylocomiastrum_umbratum,Hylocomium_splendens,Hypericum_sp,Juniperus_communis,Lichens,Linnaea_borealis,Listera_cordata,Listera_ovata,Litter,Luzula_pilosa,Luzula_sp_,Lycopodium_annotinum,Maianthemum_bifolium,Marchantiophyta,Melampyrum_pratense,Melampyrum_sylvaticum,Melica_nutans,Milium_effusum,Molinia_caerulea,No_occurrence,Orthilia_secunda,Oxalis_acetosella,Phegopteris_connectilis,Picea_abies,Pinguicula_vulgaris,Pinus_sylvestris,Plagiochila_asplenioides,Plagiomnium_ellipticum,Plagiomnium_undulatum,Plagiothecium_laetum_curvifolium,Plagiothecium_undulatum,Pleurozium_schreberi,Poa_nemoralis,Poa_pratensis,Poaceae,Polytrichum_astrum,Pooideae_sp_,Potentilla_erecta,Ptilidium_ciliare,Ptilium_crista_castrensis,Pyrola_sp_,Ranunculus_acris,Ranunculus_repens,Rhodobryum_roseum,Rhytidiadelphus_loreus,Rhytidiadelphus_squarrosus_subpinnatus,Rhytidiadelphus_triquetrus,Rubus_chamaemorus,Rubus_idaeus,Rubus_saxatilis,Rumex_acetosa,Salix_caprea,Salix_sp_,Sciuro_hypnum_reflexum,Sciuro_hypnum_starkei,Selaginella_selaginoides,Solidago_virgaurea,Sorbus_aucuparia,Sphagnum_sp,Stellaria_graminea,Taraxacum_officinale,Trientalis_europaea,Vaccinium_myrtillus,Vaccinium_uliginosum,Vaccinium_vitis_idaea,Veronica_chamaedrys,Veronica_officinalis,Viola_sp_
2016,KLUB,Selbu_kl,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2016,KLUB,Selbu_kl,UB,3,Point_Intercept,,,,,,,,,,,,,,,,9,,,28,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,
2016,KLUB,Selbu_kl,UB,4,Observed,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLUB,Selbu_kl,UB,4,Point_Intercept,,,,,,,,,,,,,,,,13,,,21,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,
2016,KLUB,Selbu_kl,UB,5,Point_Intercept,,,,,,,,,,,,,,,,10,,,42,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,1,3,6,,,
2016,KLUB,Selbu_kl,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLUB,Selbu_kl,UB,6,Point_Intercept,,,,,,,,,,,,,,1,,9,,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,7,,,,,,,,,,,,,,,,,2,,,,,,12,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,17,,,
2016,KLUB,Selbu_kl,UB,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,KLUB,Selbu_kl,UB,8,Point_Intercept,,,,,,,,,,,,,,,,2,,,16,,,,,,,,,,,,,,,,,,1,,,,25,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,14,,,,,1,,,,,,,,,,,,,,,,,,8,,,,7,,,,6,,,,,,,,,,,,,5,,,,,1,,,,,3,,4,,,
2016,KLUB,Selbu_kl,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2016,KLUB,Selbu_kl,UB,9,Point_Intercept,,,,,,,,,,,,,,,,12,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,
2016,KLUB,Selbu_kl,UB,1,Observed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KLUB,Selbu_kl,UB,1,Point_Intercept,,,,,,,,,,,,,,,,10,,,11,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,,,,,3,,,,,,,,,,,,,,,,,,14,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,8,,,
2016,KLUB,Selbu_kl,UB,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
2016,KLUB,Selbu_kl,UB,7,Point_Intercept,,,,,,,,,,,,,,,,6,,,27,,,,,,,,,,,,,,,,,,15,,,,14,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,10,,,,,10,,,,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
2016,KLUB,Selbu_kl,UB,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,KLUB,Selbu_kl,UB,10,Point_Intercept,,,,,,,,,,1,,,,1,,7,,,19,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,9,,,,,,,,,,,,,,,,,20,,,,,,12,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,18,,,
2016,SLB,Selbu_Sl,B,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,
2016,SLB,Selbu_Sl,B,1,Point_Intercept,14,,,,,,,,,20,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,9,,,,,5,4,,,,,,,1,,,,,,,,,,11,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,2,1,,9,,,
2016,SLB,Selbu_Sl,B,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,
2016,SLB,Selbu_Sl,B,2,Point_Intercept,,,,,,,,,,47,,,,,,0,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,17,,,6,,,,1,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLB,Selbu_Sl,B,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLB,Selbu_Sl,B,3,Point_Intercept,,,,,,1,,,,18,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,12,,,,1,,,15,,,,,6,,,,,,,,,,10,,,6,,,,,2,,,,,,,,15,,,,,2,,,,,,,,,,,,,,,,,,17,,5,,,
2016,SLB,Selbu_Sl,B,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,SLB,Selbu_Sl,B,5,Point_Intercept,4,,,,,2,,,,27,,,,,,2,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,15,,,,,,,14,,,,1,1,,3,,,,,,,,42,,,,,,,,1,,,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2016,SLB,Selbu_Sl,B,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,SLB,Selbu_Sl,B,6,Point_Intercept,,,,,,2,,,,51,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,4,,,14,5,,,,1,,,,,,,,,,,,,,,,,,7,,,,,,,,14,,,,,1,,,,,,,,,,,,,,,,,,4,,3,,,
2016,SLB,Selbu_Sl,B,7,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLB,Selbu_Sl,B,7,Point_Intercept,,,,,,,,,,47,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,15,,,13,,,,,,,13,6,,,9,7,,4,,,,,,1,,17,,,5,,,,,4,,,,,,,,5,,,,,1,1,,,3,,,,,,,,,,,,,4,1,,,,,
2016,SLB,Selbu_Sl,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
2016,SLB,Selbu_Sl,B,10,Point_Intercept,,,,,,,,,,41,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,,,16,,,,,,,14,2,,,,,,,,,,,,,,30,,,,,,,,11,,,,,,,,,,,,,5,1,,,1,,,,,,,,,,,,,4,,,4,,,
2016,SLB,Selbu_Sl,B,4,Observed,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,
2016,SLB,Selbu_Sl,B,4,Point_Intercept,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,
2016,SLB,Selbu_Sl,B,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2016,SLB,Selbu_Sl,B,8,Point_Intercept,,,,,,,,,,78,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,,,16,,,,1,,,15,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,,,,,,,,,2,,,
2016,SLB,Selbu_Sl,B,9,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,SLB,Selbu_Sl,B,9,Point_Intercept,20,,,,,,1,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,16,2,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,7,,,,,,,,,,,,,,,,
2016,SLB,Selbu_Sl,B,10,Point_Intercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,1,Observed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
2016,SLUB,Selbu_Sl,UB,1,Point_Intercept,,,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,10,,1,7,,,,,,,15,3,,,4,1,,,,,,,,,,4,,,,,,,,1,,,1,,,,,4,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,
2016,SLUB,Selbu_Sl,UB,3,Point_Intercept,4,,,,,,4,,,55,,,,,,3,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,1,7,,,15,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,9,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,SLUB,Selbu_Sl,UB,4,Point_Intercept,41,,,,,2,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2,,,14,,,,,,,15,1,,,,13,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,5,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2016,SLUB,Selbu_Sl,UB,5,Point_Intercept,13,,,,,,1,,,19,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,3,,2,16,,,,,,,16,2,,,,1,,,,,,,,,,,,,1,,,,,6,,,,,,,,13,,,,,1,6,,,1,,,,,,,,,,,,,2,,,,,1,
2016,SLUB,Selbu_Sl,UB,6,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,SLUB,Selbu_Sl,UB,6,Point_Intercept,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,15,,,7,,,,,,,16,2,,,,7,,,,,,,,1,6,,,,7,,,1,,1,,,,,,,,5,,,,,1,10,,,3,,,,,3,,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,8,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,
2016,SLUB,Selbu_Sl,UB,8,Point_Intercept,,,,,,,6,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,6,,,9,,,,,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,,,,,,,,,40,,,,1,,,1,,,
2016,SLUB,Selbu_Sl,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,
2016,SLUB,Selbu_Sl,UB,9,Point_Intercept,14,,,,,,,,,17,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,15,,,,,,,12,3,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,10,Observed,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,10,Point_Intercept,,,,,,,,,,25,,,,56,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,49,,1,11,,,,,,,14,,,,11,14,,,,,,,,,6,,,,11,,,,,,,,,,,,,1,,,,1,1,1,,,10,,,,,,1,,,,,,,,,,,,,
2016,SLUB,Selbu_Sl,UB,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,
2016,SLUB,Selbu_Sl,UB,2,Point_Intercept,,,,,,,3,,,56,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,12,,,,,,,11,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,10,,,,,5,5,4,,,,,,,,,,,,,,,,,,1,,,
2016,SLUB,Selbu_Sl,UB,7,Point_Intercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LAB,Singsås,B,1,Observed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LAB,Singsås,B,1,Point_Intercept,,,,,,,,,,11,,,,,,1,,,96,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,4,,,14,,,,,10,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,10,,9,,,
2016,LAB,Singsås,B,2,Observed,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LAB,Singsås,B,2,Point_Intercept,,,,,,,,,,,,,,,,9,,,1,,,,,,,,,,,,,,,,,,2,,,,24,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,7,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,7,,4,,,
2016,LAB,Singsås,B,3,Observed,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
2016,LAB,Singsås,B,3,Point_Intercept,,,,,1,,,,,,,,,,,8,,,9,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,1,,,,,,,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,16,,,,,,2,,,
2016,LAB,Singsås,B,4,Observed,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
2016,LAB,Singsås,B,4,Point_Intercept,,,,,,,,,,,,,,,,10,,,26,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,6,,,,,1,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,2,8,,,
2016,LAB,Singsås,B,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,LAB,Singsås,B,5,Point_Intercept,,,,,,,,,,,,,,,,7,,,11,,,,,,,,,,,,,,,,,,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,14,,6,,,,,9,,,,,,2,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,9,14,6,,,
2016,LAB,Singsås,B,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2016,LAB,Singsås,B,6,Point_Intercept,,,,,,,,,,1,,,,,,14,,,21,,,,,,,,,,,,,,,4,,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,,,2,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,16,,,,2,7,7,,,
2016,LAB,Singsås,B,7,Point_Intercept,,,,,,,,,,2,,,,,,5,,,4,,,,,,,,,,,,,,,,,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,16,,,,5,,,10,,,,,2,1,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,4,,8,,,
2016,LAB,Singsås,B,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,LAB,Singsås,B,8,Point_Intercept,,,,,,,,,,2,,,,,,7,,,33,,,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,7,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,8,8,,,
2016,LAB,Singsås,B,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2016,LAB,Singsås,B,9,Point_Intercept,,,,,,,,,,,,,,,,13,,,40,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,13,,,
2016,LAB,Singsås,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LAB,Singsås,B,10,Point_Intercept,,,,,,,,,,5,,,,,,11,,,8,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,11,,2,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,4,,16,,,
